brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,vehicle_age,price_per_mile,is_luxury,high_mileage,age_group
Kia,Seltos S,2023,5182,Gasoline,146.0,A/T,White,Black,None reported,Yes,32500,3,6.270499710592321,0,0,New
RAM,ProMaster 2500 High Roof,2019,31681,Gasoline,280.0,A/T,White,Black,At least 1 accident or damage reported,Yes,33500,7,1.0573827409885739,0,0,Moderate
BMW,M760 M760i xDrive,2020,23430,Gasoline,6.6,Automatic,White,Black,None reported,Yes,80998,6,3.4568733728820793,1,0,Moderate
Mercedes-Benz,E-Class E 400,2015,30300,Gasoline,329.0,A/T,White,Black,At least 1 accident or damage reported,Yes,29000,11,0.9570641232962609,1,0,Old
Cadillac,XTS Luxury,2016,112000,Gasoline,304.0,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,14599,10,0.13034705047276363,0,1,Moderate
INFINITI,Q50 Premium,2014,127356,Gasoline,328.0,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,19990,12,0.15696035553601295,0,1,Old
Volkswagen,Touareg V6 Executive,2017,50600,Gasoline,280.0,8-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,28890,9,0.5709373332542835,0,0,Moderate
Chevrolet,Suburban 1500 LTZ,2011,194000,E85 Flex Fuel,320.0,6-Speed A/T,Black,Black,None reported,Yes,9950,15,0.05128839542064216,0,1,Old
Toyota,Tundra SR5,2021,33455,Gasoline,381.0,6-Speed A/T,Green,Black,None reported,Yes,44750,5,1.3375777140124343,0,0,New
BMW,X1 sDrive28i,2022,43000,Gasoline,228.0,8-Speed A/T,Gray,Black,None reported,Yes,35750,4,0.8313760145112904,1,0,New
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,46102,Gasoline,429.0,7-Speed A/T,Black,Beige,None reported,Yes,35300,10,0.7656768540008242,1,0,Moderate
Cadillac,XTS Luxury,2019,59000,Gasoline,304.0,6-Speed A/T,Black,Black,None reported,Yes,21000,7,0.35592617074286875,0,0,Moderate
Jaguar,XJ8 Base,2004,134000,Gasoline,294.0,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,9500,22,0.07089499332094537,1,1,Very Old
Mercedes-Benz,Sprinter 2500,2012,100245,Diesel,188.0,A/T,White,–,At least 1 accident or damage reported,Yes,24000,14,0.23941104881990305,1,1,Old
Mercedes-Benz,C-Class C 300 4MATIC,2022,8583,Gasoline,2.0,9-Speed Automatic,Cirrus Silver Metallic,AMG Black,None reported,Yes,42999,4,5.009203168685928,1,0,New
Dodge,Dakota SLT,2003,141800,Gasoline,230.0,A/T,Red,Gray,At least 1 accident or damage reported,Yes,5700,23,0.040197177734994816,0,1,Very Old
Audi,A5 2.0T Premium Plus,2012,77000,Gasoline,211.0,8-Speed A/T,White,Black,None reported,Yes,13800,14,0.17921845170841938,1,0,Old
Audi,A5 2.0T Premium,2018,67035,Gasoline,252.0,Transmission w/Dual Shift Mode,Pink,Brown,At least 1 accident or damage reported,Yes,31500,8,0.46989677188376394,1,0,Moderate
Audi,S5 3.0 Premium Plus,2012,61450,Gasoline,333.0,7-Speed A/T,White,Gray,None reported,Yes,19500,14,0.31732599957689867,1,0,Old
Porsche,Panamera GTS,2015,39500,Gasoline,440.0,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,52590,11,1.3313586997797524,1,0,Old
Chevrolet,Camaro 2SS,2023,2300,Gasoline,455.0,6-Speed M/T,Red,Black,None reported,Yes,51500,3,22.381573229030856,0,0,New
Audi,Q7 Premium Plus,2023,10601,Hybrid,3.0,Automatic,Mythos Black,Black,None reported,Yes,61998,3,5.847764572722128,1,0,New
Maserati,GranTurismo MC,2018,18000,Gasoline,454.0,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,67000,8,3.7220154435864674,1,0,Moderate
GMC,Sierra 2500 AT4,2022,31681,Gasoline,6.6,Automatic,Cayenne Red Tintcoat,Jet Black,At least 1 accident or damage reported,Yes,67963,4,2.1451612903225805,0,0,New
Cadillac,XT6 Sport AWD,2020,24114,Gasoline,3.6,9-Speed Automatic,Garnet Red Metallic,Jet Black,At least 1 accident or damage reported,Yes,49427,6,2.0496371552975328,0,0,Moderate
Jeep,Grand Cherokee L Laredo,2022,22109,Gasoline,3.6,Automatic,Bright White Clearcoat,Global Black,None reported,Yes,43389,4,1.962415196743555,0,0,New
Chevrolet,Avalanche 1500 LT,2012,148000,E85 Flex Fuel,320.0,A/T,Black,Black,None reported,Yes,18000,14,0.12162079985946041,0,1,Old
BMW,M5 Base,2018,41000,Gasoline,600.0,Transmission w/Dual Shift Mode,White,White,None reported,Yes,60200,8,1.468256871783615,1,0,Moderate
Nissan,Titan SE,2009,127600,E85 Flex Fuel,317.0,A/T,Brown,Gray,None reported,Yes,19500,17,0.15282011896458492,0,1,Old
Dodge,Ram 1500 SRT-10 Quad Cab,2005,138450,Gasoline,500.0,4-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,19000,21,0.13723266715299998,0,1,Very Old
Lexus,RX 350 F Sport,2017,53649,Gasoline,295.0,A/T,Black,Red,None reported,Yes,33000,9,0.6150978564771669,1,0,Moderate
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,174000,Gasoline,335.0,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,11999,14,0.06895937379670232,1,1,Old
INFINITI,QX80 Luxe,2022,49860,Gasoline,5.6,Automatic,Black Obsidian,Graphite,At least 1 accident or damage reported,Yes,47645,4,0.9555564469224443,0,0,New
Mercedes-Benz,AMG C 63 S,2021,13650,Gasoline,503.0,9-Speed A/T,Blue,Black,None reported,Yes,75000,5,5.4941029961175,1,0,New
BMW,528 i xDrive,2016,134000,Gasoline,240.0,A/T,Brown,Brown,At least 1 accident or damage reported,Yes,13500,10,0.10074551682450131,1,1,Moderate
Porsche,911 Carrera,2014,78000,Gasoline,350.0,Transmission w/Dual Shift Mode,Brown,Brown,None reported,Yes,68000,12,0.8717836950808323,1,0,Old
Porsche,Boxster S,2005,65750,Gasoline,280.0,A/T,Blue,Gray,None reported,Yes,21750,21,0.33079344800839533,1,0,Very Old
BMW,X6 M Base,2021,18000,Gasoline,600.0,8-Speed A/T,Black,Black,None reported,Yes,94000,5,5.221932114882507,1,0,New
Ford,Mustang Premium,2007,121630,Gasoline,210.0,A/T,White,Black,None reported,Yes,9450,19,0.07769400892864484,0,1,Old
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,9408,Hybrid,2.0,8-Speed Automatic,Black,Gray,None reported,Yes,61999,4,6.589329365501116,0,0,New
BMW,528 i xDrive,2016,120000,Gasoline,240.0,A/T,White,White,None reported,Yes,16000,10,0.13333222223148142,1,1,Moderate
Cadillac,Escalade ESV Platinum,2016,168600,Gasoline,420.0,8-Speed A/T,White,Beige,None reported,Yes,29500,10,0.17496930623187287,0,1,Moderate
Chevrolet,Corvette Base,2004,43705,Gasoline,350.0,6-Speed M/T,Gray,Black,None reported,Yes,25900,22,0.5925959822450007,0,0,Very Old
Audi,A5 2.0T Premium,2013,111000,Gasoline,211.0,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,11500,13,0.103602670246214,1,1,Old
Audi,TT 2.0T Premium,2012,64549,Gasoline,211.0,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,17000,14,0.26336173508907823,1,0,Old
Buick,LaCrosse CX,2007,53000,Gasoline,200.0,4-Speed A/T,Red,Gray,None reported,Yes,6500,19,0.1226391954868776,0,0,Old
Chevrolet,Camaro 2SS,2017,13465,Gasoline,455.0,8-Speed A/T,White,Black,None reported,Yes,44900,9,3.3343234813604634,0,0,Moderate
Tesla,Model Y Long Range,2023,5844,Gasoline,425.0,A/T,White,Black,None reported,Yes,52000,3,8.896492728828058,1,0,New
BMW,M3 Base,2015,74000,Gasoline,425.0,M/T,Gray,Black,None reported,Yes,40000,11,0.5405332360373508,1,0,Old
Kia,Optima LX,2011,100331,Gasoline,200.0,A/T,Red,–,At least 1 accident or damage reported,Yes,6900,15,0.0687716780289439,0,1,Old
Toyota,Supra 3.0 Premium,2022,24850,Gasoline,382.0,A/T,Black,Black,None reported,Yes,53568,4,2.1555671803951553,0,0,New
Lincoln,Nautilus Reserve,2021,17467,Gasoline,2.0,8-Speed Automatic,Pristine White,Slate,None reported,Yes,43860,5,2.5108770322876115,0,0,New
Nissan,Pathfinder SL,2015,115000,Gasoline,260.0,A/T,Gray,Black,None reported,Yes,11995,11,0.10430344083964488,0,1,Old
BMW,X5 xDrive50i,2015,72000,Gasoline,445.0,Transmission w/Dual Shift Mode,Black,Brown,At least 1 accident or damage reported,Yes,26500,11,0.3680504437438369,1,0,Old
Mazda,MazdaSpeed3 Grand Touring,2008,162000,Gasoline,263.0,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,6500,18,0.04012320911599311,0,1,Old
GMC,Yukon XL SLT,2017,47589,Gasoline,355.0,A/T,Black,Black,None reported,Yes,45500,9,0.9560832107585627,0,0,Moderate
RAM,ProMaster 2500 High Roof,2018,10339,Gasoline,280.0,6-Speed A/T,White,Gray,None reported,Yes,36990,8,3.5773694390715667,0,0,Moderate
RAM,1500 Classic SLT,2021,32092,Gasoline,3.6,8-Speed Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,35113,5,1.0941015174648678,0,0,New
Lexus,GS 350 Base,2014,85275,Gasoline,3.5,Automatic,Nebula Gray Pearl,Black,At least 1 accident or damage reported,Yes,23998,12,0.28141563863220603,1,0,Old
Hyundai,Tucson Limited,2016,138000,Gasoline,175.0,7-Speed A/T,Brown,Beige,None reported,Yes,10990,10,0.07963710407895595,0,1,Moderate
Chevrolet,SSR Base,2003,87500,Gasoline,300.0,A/T,Red,Black,None reported,Yes,16999,23,0.194272065462109,0,0,Very Old
Maserati,GranTurismo Base,2013,34920,Gasoline,440.0,6-Speed A/T,Gray,Brown,None reported,Yes,38900,13,1.1139428996878669,1,0,Old
BMW,M2 Base,2018,25000,Gasoline,365.0,7-Speed A/T,Black,Black,None reported,Yes,52000,8,2.0799168033278668,1,0,Moderate
Tesla,Model Y Long Range,2021,14642,Gasoline,425.0,A/T,Red,Black,None reported,Yes,48500,5,3.312162808167725,1,0,New
Subaru,Outback 2.5i Limited,2015,162000,Gasoline,175.0,CVT Transmission,Gray,Black,None reported,Yes,13999,11,0.08641304683304424,0,1,Old
Buick,Roadmaster Estate,1996,119500,Gasoline,260.0,4-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,16999,30,0.14224985564974352,0,1,Very Old
Land,Rover Range Rover 5.0L Supercharged,2017,101800,Gasoline,510.0,A/T,Silver,Black,None reported,Yes,36500,9,0.3585426469288121,1,1,Moderate
Ford,Expedition Max XLT,2021,84351,Gasoline,3.5,10-Speed Automatic,Blue,Ebony,None reported,Yes,42691,5,0.5061053679817906,0,0,New
Nissan,Leaf SL,2012,26930,Gasoline,107.0,1-Speed A/T,White,Beige,None reported,Yes,6700,14,0.24878392930080576,0,0,Old
Toyota,Tacoma TRD Pro,2019,40698,Gasoline,3.5,6-Speed,Super White,Black,None reported,Yes,42886,7,1.0537359640286001,0,0,Moderate
BMW,230 i,2019,30000,Gasoline,248.0,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,29000,7,0.9666344455184828,1,0,Moderate
Lexus,ES 350 Base,2007,78980,Gasoline,272.0,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,10600,19,0.13420949342246868,1,0,Old
Porsche,911 Carrera S Cabriolet,2007,28844,Gasoline,3.8,6-Speed Manual,White,Beige,None reported,Yes,69995,19,2.4265903969492113,1,0,Old
Maserati,Levante Modena,2023,5409,Gasoline,3.0,8-Speed Automatic,Blu,Black,None reported,Yes,88950,3,16.44177449168207,1,0,New
Mazda,Mazda6 Touring,2021,19000,Gasoline,187.0,A/T,Blue,Black,None reported,Yes,25900,5,1.3630861533603496,0,0,New
Audi,S4 3.0T Premium,2019,12000,Gasoline,349.0,A/T,Black,Black,None reported,Yes,48000,7,3.99966669444213,1,0,Moderate
Ford,Mustang GT Premium,2016,25717,Gasoline,435.0,6-Speed M/T,Black,Black,None reported,Yes,33900,10,1.318142934909402,0,0,Moderate
Tesla,Model Y Long Range,2022,12055,Gasoline,425.0,A/T,Blue,Black,None reported,Yes,44400,4,3.682813536828135,1,0,New
Audi,TTS 2.0T Premium Plus,2011,69700,Gasoline,265.0,6-Speed A/T,Orange,–,At least 1 accident or damage reported,Yes,23000,15,0.3299809184947131,1,0,Old
BMW,M2 Competition,2020,25013,Gasoline,405.0,7-Speed A/T,Black,Black,None reported,Yes,55000,6,2.198768689533861,1,0,Moderate
Audi,Q4 e-tron Sportback Premium,2023,1156,Gasoline,295.0,A/T,Blue,Black,None reported,Yes,54900,3,47.45030250648228,1,0,New
BMW,740 i,2016,57939,Gasoline,320.0,8-Speed A/T,Gray,Black,None reported,Yes,27500,10,0.47462892647566446,1,0,Moderate
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,52694,Gasoline,385.0,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,49999,8,0.9488376506309897,1,0,Moderate
Mercedes-Benz,S-Class S 550 4MATIC,2015,54000,Gasoline,449.0,7-Speed A/T,White,Beige,None reported,Yes,37000,11,0.6851724968056148,1,0,Old
Honda,S2000 Base,2002,110500,Gasoline,240.0,6-Speed M/T,Yellow,Red,None reported,Yes,27000,24,0.24434168016579036,0,1,Very Old
Chevrolet,Corvette Base,2000,97500,Gasoline,345.0,6-Speed M/T,Yellow,Black,None reported,Yes,10000,26,0.1025630506353781,0,0,Very Old
Chevrolet,Colorado Z71,2020,20909,Gasoline,3.6,Automatic,Red,Jet Black,None reported,Yes,35387,6,1.6923481587757054,0,0,Moderate
Mercedes-Benz,S-Class S 63 AMG,2013,77648,Gasoline,536.0,7-Speed A/T,Silver,Black,None reported,Yes,40000,13,0.515138636685598,1,0,Old
Bentley,Continental GTC Base,2013,79422,Gasoline,616.0,8-Speed A/T,Black,Black,None reported,Yes,64000,13,0.8058119184619065,1,0,Old
GMC,Sierra 2500 SLE H/D Extended Cab,2002,53850,Gasoline,340.0,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,16900,24,0.3138288982562998,0,0,Very Old
Audi,SQ5 3.0T Premium,2020,21832,Gasoline,349.0,8-Speed A/T,Blue,Black,None reported,Yes,42000,6,1.9236934915036872,1,0,Moderate
Toyota,Corolla iM Base,2017,41932,Gasoline,137.0,6-Speed M/T,Black,Black,None reported,Yes,18700,9,0.4459494908544583,0,0,Moderate
GMC,Yukon XL SLT,2017,110000,Gasoline,355.0,A/T,Blue,Black,At least 1 accident or damage reported,Yes,34999,9,0.3181698348196835,0,1,Moderate
Toyota,Tundra 1794,2020,67400,Gasoline,381.0,A/T,Black,Brown,None reported,Yes,47500,6,0.7047373184374119,0,0,Moderate
Subaru,WRX Premium,2017,62662,Gasoline,268.0,M/T,Red,Black,At least 1 accident or damage reported,Yes,24000,9,0.3830011330450186,0,0,Moderate
Subaru,WRX Base,2015,102000,Gasoline,268.0,M/T,White,Black,At least 1 accident or damage reported,Yes,18000,11,0.17646885814844954,0,1,Old
INFINITI,Q50 Premium,2014,79785,Gasoline,328.0,7-Speed A/T,Red,White,At least 1 accident or damage reported,Yes,16488,12,0.20665279622991503,0,0,Old
Chevrolet,Suburban Premier,2017,166549,Gasoline,355.0,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,24950,9,0.14980486340438307,0,1,Moderate
Toyota,Sequoia Limited,2006,190656,Gasoline,273.0,A/T,Black,Gray,At least 1 accident or damage reported,Yes,8900,20,0.046680688356577515,0,1,Old
Porsche,Cayenne GTS,2009,135606,Gasoline,405.0,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,15000,17,0.11061375887675415,1,1,Old
Kia,Telluride S,2023,14700,Gasoline,291.0,8-Speed A/T,Blue,Black,None reported,Yes,39900,3,2.7141010815590776,0,0,New
Mercedes-Benz,AMG E 63 S 4MATIC,2019,12985,Gasoline,603.0,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,96000,7,7.3925766209764365,1,0,Moderate
BMW,Z4 sDrive35is,2014,4200,Gasoline,335.0,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,64995,12,15.471316353249227,1,0,Old
Subaru,Impreza 2.0i Sport,2017,44000,Gasoline,152.0,5-Speed M/T,Red,Black,None reported,Yes,23500,9,0.5340787709370242,0,0,Moderate
Dodge,Dart SE,2015,66000,Gasoline,160.0,6-Speed M/T,Black,Black,None reported,Yes,12000,11,0.18181542703898426,0,0,Old
Land,Rover Range Rover P525 Westminster,2021,17945,Gasoline,5.0,8-Speed Automatic,Santorini Black Metallic,Ebony,None reported,Yes,89900,5,5.009472863033545,1,0,New
Nissan,370Z Base,2013,106700,Gasoline,332.0,6-Speed M/T,Red,Black,None reported,Yes,17500,13,0.16400970937479498,0,1,Old
Cadillac,Escalade ESV Luxury,2020,120000,Gasoline,420.0,10-Speed A/T,Black,Black,None reported,Yes,55000,6,0.4583295139207173,0,1,Moderate
Mercedes-Benz,E-Class E 350,2012,59600,Gasoline,302.0,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,19900,14,0.33388701531853493,1,0,Old
Kia,Optima Hybrid EX,2012,117220,Hybrid,206.0,A/T,Black,Black,None reported,Yes,8900,14,0.07592496225079123,0,1,Old
Chevrolet,Silverado 3500 LTZ,2022,85200,Diesel,445.0,10-Speed A/T,Silver,Gray,None reported,Yes,67500,4,0.7922442224856516,0,0,New
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,63450,Gasoline,220.0,6-Speed M/T,White,Black,None reported,Yes,24325,8,0.38336669240831506,0,0,Moderate
Dodge,Ram 1500 SRT-10,2004,73000,Gasoline,500.0,6-Speed M/T,Black,Gray,None reported,Yes,22500,22,0.30821495595950743,0,0,Very Old
Scion,tC Anniversary Edition,2014,115000,Gasoline,179.0,6-Speed M/T,Silver,Silver,None reported,Yes,11495,12,0.09995565255954296,0,1,Old
Land,Rover Range Rover 5.0L Supercharged Autobiography,2016,56000,Gasoline,510.0,8-Speed A/T,Black,Brown,None reported,Yes,49900,10,0.8910555168657702,1,0,Moderate
Lexus,LS 500 Base,2018,67296,Gasoline,3.5,"Automatic, 10-Spd",–,–,None reported,Yes,40900,8,0.6077536888717179,1,0,Moderate
Chevrolet,Suburban 1500 LT,2015,179200,Gasoline,355.0,6-Speed A/T,Black,–,At least 1 accident or damage reported,Yes,16000,11,0.08928521604232119,0,1,Old
Maserati,GranTurismo Base,2015,28000,Gasoline,444.0,6-Speed A/T,White,Red,None reported,Yes,44999,11,1.6070497482232777,1,0,Old
Porsche,911 Carrera Turbo,2003,155000,Gasoline,415.0,6-Speed M/T,Black,Black,None reported,Yes,55000,23,0.3548364204101909,1,1,Very Old
Hyundai,Sonata Hybrid Base,2012,154000,Hybrid,206.0,A/T,Green,Gray,At least 1 accident or damage reported,Yes,8500,14,0.055194446789306566,0,1,Old
Cadillac,CTS Luxury,2012,62500,Gasoline,270.0,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,18955,14,0.30327514759763846,0,0,Old
BMW,323 Ci,2000,177700,Gasoline,170.0,5-Speed A/T,Silver,Black,None reported,Yes,2500,26,0.014068575866202216,1,1,Very Old
Nissan,370Z Touring,2012,65000,Gasoline,332.0,6-Speed M/T,Gray,Black,None reported,Yes,21500,14,0.33076414209012167,0,0,Old
Mercedes-Benz,GLS 450 Base 4MATIC,2018,62808,Gasoline,3.0,Automatic,Black,–,At least 1 accident or damage reported,Yes,38598,8,0.6145297648426181,1,0,Moderate
Ford,Mustang GT Premium,2021,3000,Gasoline,460.0,6-Speed M/T,Red,Black,None reported,Yes,49500,5,16.494501832722428,0,0,New
Audi,Q5 2.0T Premium,2012,119000,Gasoline,211.0,A/T,Gray,–,None reported,Yes,12000,14,0.10083948874379207,1,1,Old
RAM,2500 Big Horn,2013,198868,Diesel,350.0,6-Speed A/T,Brown,Beige,None reported,Yes,25000,13,0.12571089511185757,0,1,Old
Dodge,Ram 1500 ST,2011,188000,Gasoline,210.0,A/T,Silver,Black,At least 1 accident or damage reported,Yes,8500,15,0.04521252546529008,0,1,Old
Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,157405,Gasoline,248.0,A/T,Black,Black,None reported,Yes,10750,13,0.06829472828227641,1,1,Old
Land,Rover Range Rover 3.0L Supercharged HSE,2018,73101,Gasoline,380.0,A/T,Blue,Beige,None reported,Yes,42950,8,0.5875352247544526,1,0,Moderate
BMW,M4 Base,2018,10950,Gasoline,425.0,6-Speed M/T,White,White,None reported,Yes,60995,8,5.56981097616656,1,0,Moderate
Mercedes-Benz,S-Class S 560 4MATIC,2018,63160,Gasoline,463.0,A/T,Black,–,At least 1 accident or damage reported,Yes,47000,8,0.7441300802710533,1,0,Moderate
Land,Rover Range Rover 5.0L V8 Supercharged,2019,31866,Gasoline,5.0,"Automatic, 8-Spd",–,–,None reported,Yes,68900,7,2.162111274986663,1,0,Moderate
Chevrolet,Express 3500 Base,2009,75000,Gasoline,319.0,A/T,White,Gray,None reported,Yes,18900,17,0.2519966400447994,0,0,Old
Toyota,4Runner TRD Pro,2016,98000,Gasoline,270.0,A/T,Black,Black,At least 1 accident or damage reported,Yes,36000,10,0.3673431903756084,0,0,Moderate
Mazda,MX-5 Miata Grand Touring,2012,33576,Gasoline,167.0,6-Speed M/T,Red,Beige,None reported,Yes,18900,14,0.562885308395628,0,0,Old
Volkswagen,Touareg VR6 Lux,2012,123200,Gasoline,280.0,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,12449,14,0.10104625774141443,0,1,Old
Jaguar,XJ Base,2013,112000,Gasoline,340.0,A/T,Blue,White,None reported,Yes,8800,13,0.07857072704707993,1,1,Old
Chevrolet,Camaro 2SS,2010,68000,Gasoline,426.0,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,19500,16,0.2867604888163409,0,0,Old
INFINITI,G37 x,2012,120000,Gasoline,328.0,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,14500,14,0.12083232639728002,0,1,Old
BMW,X6 xDrive50i,2019,45000,Gasoline,445.0,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,46999,7,1.0443990133552588,1,0,Moderate
Chevrolet,Camaro LT1,2022,6700,Gasoline,455.0,10-Speed A/T,Gray,Black,None reported,Yes,39500,4,5.894642590658111,0,0,New
Mercedes-Benz,S-Class S 63 AMG,2015,40900,Gasoline,577.0,7-Speed A/T,White,–,None reported,Yes,59750,11,1.460844478130119,1,0,Old
Cadillac,Escalade ESV Premium Luxury,2018,74150,Gasoline,420.0,10-Speed A/T,Gold,Brown,None reported,Yes,45000,8,0.6068697657482705,0,0,Moderate
Toyota,Camry Hybrid XLE,2014,94448,Hybrid,200.0,A/T,Silver,Gray,None reported,Yes,15999,12,0.16939300574913446,0,0,Old
Audi,A6 3.0T Prestige,2015,108000,Gasoline,310.0,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,19998,11,0.18516495217636875,1,1,Old
BMW,X5 M Base,2012,118000,Gasoline,555.0,Transmission w/Dual Shift Mode,White,Orange,At least 1 accident or damage reported,Yes,17000,14,0.14406657570698553,1,1,Old
Jaguar,F-PACE SVR,2020,38800,Gasoline,550.0,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,57500,6,1.4819205690574986,1,0,Moderate
BMW,740 i,2017,55000,Gasoline,320.0,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,40000,9,0.7272595043726477,1,0,Moderate
BMW,M340 i xDrive,2021,34967,Hybrid,382.0,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,49999,5,1.4298501487073896,1,0,New
Jeep,Wrangler Unlimited Sport,2016,85325,Gasoline,285.0,5-Speed A/T,Black,Black,None reported,Yes,30000,10,0.35159271499894523,0,0,Moderate
RAM,2500 Tradesman,2018,63750,Gasoline,410.0,6-Speed A/T,Gray,Gray,None reported,Yes,36000,8,0.5646970243604021,0,0,Moderate
Ford,Mustang V6,2016,87248,Gasoline,300.0,6-Speed A/T,Black,Black,None reported,Yes,19999,10,0.22921752684844526,0,0,Moderate
